,index,participant.code,participant.mturk_assignment_id,session.code,session.label,session.mturk_HITId,survey.1.player.ip,survey.1.player.lat,survey.1.player.long,survey.1.player.zip,ip_location,ip_lat,ip_long,zip_ip_distance
269,428,h9fxee38,3YJ6NA41JCTFC00SPG9ULIDEBB1PJX,l4vvkf1o,,3L7SUC0TTU70274ZLP2UYP8WSYC0MU,209.161.93.9,33.4195,-86.3966,35178,"{'iplat': '40.43100', 'iplong': '-79.79480'}",40.431,-79.7948,605.6851327
617,977,pdvpjc2p,3S06PH7KSSHZSMHYUICTHO033CID1P,6m41pf1n,,3XEIP58NL00DYAS4P7E74BWTA0AZLO,99.138.133.99,35.9532,-86.5287,37167,"{'iplat': '32.94820', 'iplong': '-96.72970'}",32.9482,-96.7297,617.8280854
661,1032,ybixfvng,308Q0PEVB9QYP20FQ9SXNRYZTTFI96,6m41pf1n,,3XEIP58NL00DYAS4P7E74BWTA0AZLO,71.8.161.22,32.7777,-97.5213,76108,"{'iplat': '39.60038', 'iplong': '-104.89091'}",39.60038,-104.89091,624.776878
24,26,8sifwcwj,3X66WABAJXVYE954JCRKB2IXD1NG3U,hap6zgo3,,3K3G488TR2LQITOSAOFNWTOSJ3SQ5S,50.231.89.229,33.021,-84.9528,30241,"{'iplat': '41.87810', 'iplong': '-87.62980'}",41.8781,-87.6298,628.2075029
17,19,ha0lttkl,39O5D9O87U5LXXPZHQV1LBXIF8KC33,hap6zgo3,,3K3G488TR2LQITOSAOFNWTOSJ3SQ5S,172.245.110.160,32.9184,-80.6993,29488,"{'iplat': '40.55690', 'iplong': '-74.48470'}",40.5569,-74.4847,629.1860307
548,858,3ukk9e8e,3S0TNUHWKUVH3M1JT3L8WYNBHH5D8O,39muniop,,3SA4EMRVJVF6NA1CD5UMFT2RX3N0PQ,67.7.35.138,41.2809,-86.621,46534,"{'iplat': '46.87720', 'iplong': '-96.78980'}",46.8772,-96.7898,635.8807311
215,323,1io6te1k,3Z3ZLGNNSJ7PRYZIM8WW5GMZJPAQ3F,g410nev8,,3PZDSVZ3J5UNJD70GR4WN7N9EX54NB,198.228.137.214,39.8969,-86.2324,46268,"{'iplat': '40.73570', 'iplong': '-74.17240'}",40.7357,-74.1724,639.0713286
213,321,f83bbo3o,3LEP4MGT3HD05KZQWF5IN0DCO2TBDH,g410nev8,,3PZDSVZ3J5UNJD70GR4WN7N9EX54NB,198.228.68.70,40.7431,-86.3746,46947,"{'iplat': '40.73570', 'iplong': '-74.17240'}",40.7357,-74.1724,639.910443
766,1184,hghm0lka,3YHH42UU5CSIJ9K8BG6HMWPY7UM0LZ,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,73.43.213.121,34.0197,-83.8347,30011,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,641.4589779
806,1259,pmqoyjy7,3SLE99ER0OQ38L4MOXUFESWFD6JBZ5,8oh6coid,,3Z33IC0JC0Z1OOMLZDMEEWS2MVNV9N,173.73.176.109,30.2396,-81.3855,32004,"{'iplat': '39.01121', 'iplong': '-77.47120'}",39.01121,-77.4712,644.2782473
132,203,319auu0s,3DBQWDE4Y7B72G9UKZS8GJPESA95NS,g01kvru7,,39AYGO6AFFX1Y0BEZFXBK57NAOB6NY,74.67.195.208,39.6056,-87.7064,61944,"{'iplat': '43.05042', 'iplong': '-76.14738'}",43.05042,-76.14738,645.8837521
382,600,xxpuz67y,3EICBYG6459WIBROKBNO1IE7CS0CJK,ll1e41pw,,3YCT0L9OMMM6LY9B6S0ELA3FSG4SN8,73.207.198.208,34.1286,-84.2949,30004,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,656.2813
563,877,1cfiirjb,3RXCAC0YIS2KF6BAVTMG2JQ8U9L8GT,39muniop,,3SA4EMRVJVF6NA1CD5UMFT2RX3N0PQ,73.43.162.147,33.7965,-84.0331,30039,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,660.2602096
49,73,s42wan0u,3CFJTT4SXU3UBJCMBCUD9V7TXFQI7G,pqntdh2k,,3EFNPKWBMS1ZGLWPF7XF2QZQS3403F,50.231.89.230,39.9524,-75.1642,19093,"{'iplat': '41.87810', 'iplong': '-87.62980'}",41.8781,-87.6298,665.2778197
218,326,yzkmd50u,3I02618YA1JOQGBM1FD8SKMPR6EUP6,g410nev8,,3PZDSVZ3J5UNJD70GR4WN7N9EX54NB,71.14.50.217,30.9997,-97.7794,76542,"{'iplat': '33.65160', 'iplong': '-86.81143'}",33.6516,-86.81143,666.8197748
153,227,a1tda9j7,3TPWUS5F8AEIOVRNRA63Q88FD3ZCWY,g01kvru7,,39AYGO6AFFX1Y0BEZFXBK57NAOB6NY,198.228.151.228,38.523,-86.4394,47454,"{'iplat': '40.73570', 'iplong': '-74.17240'}",40.7357,-74.1724,671.359256
768,1186,y35ajdum,3L0KT67Y8FT2KHBJ3XERQAXDB18YSB,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,73.36.173.229,41.7804,-87.597,60637,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,675.9006386
458,715,vdp5hm1f,3SB5N7Y3O4H2XH670P9194KQBB90GY,7oj5suby,,304QEQWKZPXO2APBY5H7QTX1NYR0O9,192.200.158.193,33.4616,-82.2207,30813,"{'iplat': '40.74180', 'iplong': '-74.00450'}",40.7418,-74.0045,676.1067657
692,1065,55v1uyyi,36PW28KO4090EG8YMWG6Y7BR7JXAED,6m41pf1n,,3XEIP58NL00DYAS4P7E74BWTA0AZLO,73.22.174.52,41.9414,-87.6545,60657,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,680.1773745
127,180,d9tsbpvs,33M4IA01QHE1JXLWJCSKHML8M5WRXY,bnwhita6,,37PGLWGSJTJGJELC43EKPGGOPJ6IK2,71.67.137.106,30.2791,-81.5861,32216,"{'iplat': '39.85020', 'iplong': '-84.53839'}",39.8502,-84.53839,680.5668045
805,1258,6z3ovqae,3J4Q2Z4UTZGMIW16WS7YADXWI4GQW6,8oh6coid,,3Z33IC0JC0Z1OOMLZDMEEWS2MVNV9N,73.110.42.212,41.9036,-87.6759,60622,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,680.9452905
566,881,ebz2ohpc,3JZQSN0I3RNTULLX37SMCB7UHDYFGH,39muniop,,3SA4EMRVJVF6NA1CD5UMFT2RX3N0PQ,73.72.4.111,41.8944,-87.7901,60302,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,686.7130668
940,1464,k1sax6ci,35BLDD71I7AIHZ2STELFF4QMGZ4VZ2,bw6g695l,,3N2YPY1GI6BIJKD27O206ATDDS3VEX,73.209.235.236,41.6164,-87.8366,60462,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,687.0751959
260,419,9c2snzwv,392CY0QWG24XSWU39EW66JNJ70H4IA,l4vvkf1o,,3L7SUC0TTU70274ZLP2UYP8WSYC0MU,73.110.206.96,41.9463,-87.8105,60634,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,688.1941409
892,1404,orsgxhby,3ZY8KE4ISKG937116I22OBEIBVEVQ1,bw6g695l,,3N2YPY1GI6BIJKD27O206ATDDS3VEX,108.178.196.58,33.1889,-97.127,76205,"{'iplat': '42.45740', 'iplong': '-92.33360'}",42.4574,-92.3336,690.6143325
443,700,cr3i2tgx,3NPFYT4IZDHAU7CI31Y8II71LITXGP,7oj5suby,,304QEQWKZPXO2APBY5H7QTX1NYR0O9,73.184.220.20,33.5786,-84.6019,30213,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,694.5795634
641,1002,s9nmt11f,3VFJCI1K40CQXBQ6U2SGT0LDK2SRG9,6m41pf1n,,3XEIP58NL00DYAS4P7E74BWTA0AZLO,172.58.43.77,40.6972,-111.9407,84119,"{'iplat': '47.57660', 'iplong': '-122.16709'}",47.5766,-122.16709,694.7233056
272,431,ciq3r5cw,30IQTZXKALJDJ31XPZ95XQKLE14X0M,l4vvkf1o,,3L7SUC0TTU70274ZLP2UYP8WSYC0MU,63.160.142.71,44.8835,-93.198,55111,"{'iplat': '39.74830', 'iplong': '-104.99400'}",39.7483,-104.994,699.5111466
69,105,nv937tfn,3IJXV6UZ1YW4T2W1KQSJECYTYRKIRF,morw9hf0,,38XPGNCKHTD0RIG9IIQNXOHM0ZCV4M,73.211.37.188,41.8661,-88.1067,60189,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,702.7086391
78,116,xe09xsmq,3J88R45B2HBG7K5H6KOVCRLTLM0XP2,morw9hf0,,38XPGNCKHTD0RIG9IIQNXOHM0ZCV4M,75.169.14.172,47.9008,-122.1945,98208,"{'iplat': '40.76080', 'iplong': '-111.89100'}",40.7608,-111.891,708.6203471
363,578,hwlprxwm,38YMOXR4MVCT8EIMHJT048G5I2L6W4,ll1e41pw,,3YCT0L9OMMM6LY9B6S0ELA3FSG4SN8,73.74.2.157,40.1121,-88.278,61821,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,708.6750793
133,205,q7h8fold,3TPWUS5F8AEIOVRNRA63Q88FD3ZCWY,g01kvru7,,39AYGO6AFFX1Y0BEZFXBK57NAOB6NY,212.162.150.213,40.7508,-73.9961,10001,"{'iplat': '41.87780', 'iplong': '-87.63220'}",41.8778,-87.6322,712.9716136
552,862,5h4wp4vd,3GNA64GUZFHS5DMM0RKPKDKJY6TQ54,39muniop,,3SA4EMRVJVF6NA1CD5UMFT2RX3N0PQ,35.134.124.67,31.0535,-97.6397,76548,"{'iplat': '39.60038', 'iplong': '-104.89091'}",39.60038,-104.89091,717.0442219
533,840,goh6qh9e,3K2755HG5TGQI1B61HRE6Q4X4LIFD7,39muniop,,3SA4EMRVJVF6NA1CD5UMFT2RX3N0PQ,50.231.89.21,43.0963,-73.6183,12871,"{'iplat': '41.87810', 'iplong': '-87.62980'}",41.8781,-87.6298,719.8627616
3,3,tceg3h82,3A9AA95ATXZ751L70E50K8U9SNQP5K,hap6zgo3,,3K3G488TR2LQITOSAOFNWTOSJ3SQ5S,63.160.143.64,38.8497,-90.2839,63034,"{'iplat': '30.21470', 'iplong': '-97.75060'}",30.2147,-97.7506,731.2907973
64,100,u9sum9hy,39LNWE0K4V9W9UOIOKNOJNLD5QOIUJ,morw9hf0,,38XPGNCKHTD0RIG9IIQNXOHM0ZCV4M,196.16.109.73,40.6791,-73.4479,11762,"{'iplat': '41.87810', 'iplong': '-87.62980'}",41.8781,-87.6298,742.0472992
275,436,kj40zxpq,35DR22AR5EX90V0U8MROZOISHDP3XO,l4vvkf1o,,3L7SUC0TTU70274ZLP2UYP8WSYC0MU,73.171.167.142,30.1036,-81.3702,32082,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,771.9223446
724,1129,zwlpjgyl,3I7DHKZYGODVEOWDMB9V8EG5R53F5K,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,74.124.121.22,55.5837,-131.393,99901,"{'iplat': '61.21160', 'iplong': '-149.87610'}",61.2116,-149.8761,772.4517167
588,915,lcj3xxx8,3XC1O3LBOTZJZIHZ9IUR67R3432TLJ,39muniop,,3SA4EMRVJVF6NA1CD5UMFT2RX3N0PQ,35.129.25.75,38.5811,-90.2959,63109,"{'iplat': '39.60038', 'iplong': '-104.89091'}",39.60038,-104.89091,786.8738054
303,468,jmftkcwf,3UJ1CZ6IZI24IT1ZSV9UFDZKGUO5SI,l4vvkf1o,,3L7SUC0TTU70274ZLP2UYP8WSYC0MU,104.232.37.85,41.5138,-87.5997,60411,"{'iplat': '32.77670', 'iplong': '-96.79700'}",32.7767,-96.797,786.9206369
575,897,2u22ik2e,3WS1NTTKEZPWJHACP53JRJKEAWL0FB,39muniop,,3SA4EMRVJVF6NA1CD5UMFT2RX3N0PQ,71.179.56.213,35.0388,-89.9276,38118,"{'iplat': '39.29040', 'iplong': '-76.61220'}",39.2904,-76.6122,790.2129746
733,1139,szjkjn6w,3WAKVUDHUXTZKA7M5TJRSYV4SYEU7E,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,75.109.79.84,38.3495,-81.6318,25301,"{'iplat': '29.63620', 'iplong': '-90.74590'}",29.6362,-90.7459,795.626336
9,9,c48i5k3t,3TXWC2NHN03NJG3BVLMBRT4M13G9SB,hap6zgo3,,3K3G488TR2LQITOSAOFNWTOSJ3SQ5S,212.162.148.89,32.9598,-96.8385,75001,"{'iplat': '41.87780', 'iplong': '-87.63220'}",41.8778,-87.6322,795.6380188
615,974,23sosujx,3YHH42UU5CSIJ9K8BG6HMWPY7TEL0A,6m41pf1n,,3XEIP58NL00DYAS4P7E74BWTA0AZLO,212.162.151.120,32.9598,-96.8385,75001,"{'iplat': '41.87780', 'iplong': '-87.63220'}",41.8778,-87.6322,795.6380188
85,124,zpsgapof,3WOKGM4L72TQPUN5O8M9EDTS1AJO0H,morw9hf0,,38XPGNCKHTD0RIG9IIQNXOHM0ZCV4M,191.96.97.58,30.4003,-91.1442,70808,"{'iplat': '41.99451', 'iplong': '-87.96207'}",41.99451,-87.96207,818.7847493
498,762,44bomhmw,34T446B1C1RPG5Q2Y3DIJDZBDJS0CZ,7oj5suby,,304QEQWKZPXO2APBY5H7QTX1NYR0O9,97.67.240.142,40.7508,-73.9961,10001,"{'iplat': '33.94860', 'iplong': '-86.47240'}",33.9486,-86.4724,830.4492338
392,612,qm8xyjkk,3U0SRXB7CEIW737SH65BJKUALD7NR4,ll1e41pw,,3YCT0L9OMMM6LY9B6S0ELA3FSG4SN8,174.236.135.177,35.7926,-91.6656,72501,"{'iplat': '38.90720', 'iplong': '-77.03690'}",38.9072,-77.0369,832.4852636
230,360,a2hx0h1e,33L7PJKHCHBOKBXGFTLN125XJIW8TY,cqce6pqr,20201116_1330 1,336OE47KI2XC0KZTSOW6SG0DKT5WV5,71.9.84.183,33.7465,-118.2133,90802,"{'iplat': '39.60038', 'iplong': '-104.89091'}",39.60038,-104.89091,841.6461009
347,559,kjvwlmoq,3JBT3HLQF9F5CF5W72CG9C14U9EZPS,ll1e41pw,,3YCT0L9OMMM6LY9B6S0ELA3FSG4SN8,173.27.185.86,30.4004,-87.0524,32563,"{'iplat': '42.04150', 'iplong': '-91.65740'}",42.0415,-91.6574,842.516891
76,114,6n425s3z,3VNXK88KKDV3B8KFPGRG2GOT07AV92,morw9hf0,,38XPGNCKHTD0RIG9IIQNXOHM0ZCV4M,184.152.68.174,30.071,-81.5722,32259,"{'iplat': '40.67718', 'iplong': '-74.00453'}",40.67718,-74.00453,846.0664406
931,1454,fgp4mn2z,3R3YRB5GRGGH3C5KCWVB2PXUT7NUAA,bw6g695l,,3N2YPY1GI6BIJKD27O206ATDDS3VEX,73.19.134.161,31.1462,-85.4124,36301,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,847.4771441
882,1393,pzgiab3p,3W8CV64QJ3CYT7PVKRACNFXKTGZ9H3,bw6g695l,,3N2YPY1GI6BIJKD27O206ATDDS3VEX,73.244.236.191,28.6771,-81.2036,32765,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,856.9172604
934,1458,hwnruqhp,3A4NIXBJ77CFMNRF0LTFKTWBAXKLMS,bw6g695l,,3N2YPY1GI6BIJKD27O206ATDDS3VEX,76.100.232.63,27.5746,-82.5496,34221,"{'iplat': '39.32880', 'iplong': '-77.35200'}",39.3288,-77.352,863.5108844
889,1401,k7o98ox7,3OCHAWUVGPXFWT81TSJNGAZUS0UXKE,bw6g695l,,3N2YPY1GI6BIJKD27O206ATDDS3VEX,67.0.36.46,32.2838,-107.0025,88005,"{'iplat': '32.58997', 'iplong': '-92.06862'}",32.58997,-92.06862,872.203197
467,725,gkr1t76e,3L6L49WXW1ALG8ZO2UDCHAJE2EB541,7oj5suby,,304QEQWKZPXO2APBY5H7QTX1NYR0O9,68.93.135.50,38.217,-85.7338,40217,"{'iplat': '30.26720', 'iplong': '-97.74310'}",30.2672,-97.7431,877.7573835
872,1341,tvuuxnyz,3OXV7EAXLF3WHGGY7ZIYZB58KBL36T,8oh6coid,,3Z33IC0JC0Z1OOMLZDMEEWS2MVNV9N,174.198.213.229,40.3375,-74.5876,8536,"{'iplat': '43.81380', 'iplong': '-91.25190'}",43.8138,-91.2519,888.0871915
302,467,03gacgli,3G2UL9A02EREIZHL9BLOCSHOPBO76F,l4vvkf1o,,3L7SUC0TTU70274ZLP2UYP8WSYC0MU,24.107.132.132,40.6965,-73.7625,11412,"{'iplat': '38.67410', 'iplong': '-90.38061'}",38.6741,-90.38061,895.3377723
405,629,7c4qxr81,3PW9OPU9PRXCPCJIXTSCL59Z6KV124,ll1e41pw,,3YCT0L9OMMM6LY9B6S0ELA3FSG4SN8,98.38.8.82,40.376,-104.7151,80620,"{'iplat': '41.87810', 'iplong': '-87.62980'}",41.8781,-87.6298,895.9845906
834,1297,hprvn59x,3I3WADAZ9RHPK196LESLV8PJJ7X5O1,8oh6coid,,3Z33IC0JC0Z1OOMLZDMEEWS2MVNV9N,209.95.80.51,44.8311,-93.278,55420,"{'iplat': '33.74900', 'iplong': '-84.38800'}",33.749,-84.388,899.5900306
179,263,9e9fbvtu,3MRNMEIQW6JCITL2NSUC139H0W7LDE,q40of133,,3IV1AEQ4DRQSJO3HDW2HBCMX7ZW8JI,104.37.172.149,40.0531,-83.021,43214,"{'iplat': '32.96667', 'iplong': '-96.87156'}",32.96667,-96.87156,911.0940866
611,969,6ld3104z,3HPZF4IVNN6MD0MN6BORB5TVPXFCYM,6m41pf1n,,3XEIP58NL00DYAS4P7E74BWTA0AZLO,73.46.37.54,28.2052,-82.3199,33543,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,914.5941961
87,126,urbepspb,3C5W7UE9CG3AMH84E4W3VNRYGHPXM6,morw9hf0,,38XPGNCKHTD0RIG9IIQNXOHM0ZCV4M,38.132.103.148,30.4562,-84.3544,32304,"{'iplat': '40.72184', 'iplong': '-74.00695'}",40.72184,-74.00695,915.3266493
482,742,shbw46gx,3HYA4D452SW3FRDQ4S7XA7DT7UTF2Y,7oj5suby,,304QEQWKZPXO2APBY5H7QTX1NYR0O9,51.81.232.163,25.7817,-80.1701,33132,"{'iplat': '38.95579', 'iplong': '-77.36463'}",38.95579,-77.36463,922.3527382
157,232,ze5lvzj1,3QHK8ZVMINVJ3WNI9W366DLHXB3BL5,g01kvru7,,39AYGO6AFFX1Y0BEZFXBK57NAOB6NY,139.55.59.231,32.0133,-84.1202,31709,"{'iplat': '40.81060', 'iplong': '-96.68030'}",40.8106,-96.6803,924.5120062
521,827,zsqnlnw4,3I7DHKZYGODVEOWDMB9V8EG5R4K5FP,39muniop,,3SA4EMRVJVF6NA1CD5UMFT2RX3N0PQ,76.107.22.101,35.1575,-89.9181,38122,"{'iplat': '40.73570', 'iplong': '-74.17240'}",40.7357,-74.1724,940.2874476
745,1161,73sy672m,3MMN5BL1W0HY6J1QUFPFO72UABSM3E,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,162.196.176.250,34.2868,-118.5959,91311,"{'iplat': '47.66878', 'iplong': '-122.12208'}",47.66878,-122.12208,941.3967559
616,975,svj0ddfm,3WRFBPLXRB14O1MQ6G4F1MRUF0Y3NP,6m41pf1n,,3XEIP58NL00DYAS4P7E74BWTA0AZLO,98.32.100.38,28.93,-81.95,32163,"{'iplat': '41.87810', 'iplong': '-87.62980'}",41.8781,-87.6298,947.8786942
717,1122,bia1xo7y,3FIJLY1B6VHZ7YEW6QI96KLMI54PFG,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,73.205.56.176,26.8542,-80.1901,33418,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,953.446489
785,1204,m60qcg00,3SBEHTYCWOGDQ38NYLKDM8RQ237YIK,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,73.124.0.202,26.8542,-80.1901,33418,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,953.446489
234,364,eq656pri,3300DTYQT3US1WFFBSDSO7QWAEVQE1,cqce6pqr,20201116_1330 1,336OE47KI2XC0KZTSOW6SG0DKT5WV5,172.58.19.209,34.0623,-118.2762,90057,"{'iplat': '47.57660', 'iplong': '-122.16709'}",47.5766,-122.16709,954.2540308
961,1485,sky66t8w,3VNXK88KKDV3B8KFPGRG2GOT1WL9V6,bw6g695l,,3N2YPY1GI6BIJKD27O206ATDDS3VEX,73.179.210.86,26.8301,-80.2127,33412,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,955.4455361
58,82,tk8ivdvy,3CFJTT4SXU3UBJCMBCUD9V7TXFQI7G,pqntdh2k,,3EFNPKWBMS1ZGLWPF7XF2QZQS3403F,104.156.200.54,33.9762,-118.1676,90201,"{'iplat': '47.60358', 'iplong': '-122.32945'}",47.60358,-122.32945,964.9560188
96,135,lk8e7jci,3XC1O3LBOTZJZIHZ9IUR67R33HTTL1,morw9hf0,,38XPGNCKHTD0RIG9IIQNXOHM0ZCV4M,38.68.52.15,29.8697,-90.0647,70058,"{'iplat': '38.90701', 'iplong': '-77.05270'}",38.90701,-77.0527,968.1796437
411,636,8wdfiqht,3UJ1CZ6IZI24IT1ZSV9UFDZKGUZ5ST,ll1e41pw,,3YCT0L9OMMM6LY9B6S0ELA3FSG4SN8,73.55.26.61,27.4048,-82.5192,34243,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,969.6493356
202,310,11oncyvs,34S9DKFK742544JEV1X5RGN7NFDNYQ,g410nev8,,3PZDSVZ3J5UNJD70GR4WN7N9EX54NB,45.87.214.109,38.871,-86.4661,47421,"{'iplat': '25.78485', 'iplong': '-80.18912'}",25.78485,-80.18912,972.9521119
367,584,o9huxzra,3LOZAJ85YEQKFD4B4MDJGED0BZ1X2J,ll1e41pw,,3YCT0L9OMMM6LY9B6S0ELA3FSG4SN8,73.23.68.20,26.8242,-81.9689,33955,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,992.7064241
824,1280,iisdu09o,3NXNZ5RS1BA10IJJ7IO0W28QFD3971,8oh6coid,,3Z33IC0JC0Z1OOMLZDMEEWS2MVNV9N,73.0.87.171,26.2522,-80.2098,33063,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,993.44805
137,210,fx9670ui,3E47SOBEYR90N07I2T2OPHZ7YS1ICX,g01kvru7,,39AYGO6AFFX1Y0BEZFXBK57NAOB6NY,73.115.30.234,35.5915,-92.2717,72088,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,995.5506187
808,1261,r9zi2ci9,3R6P78PK7LO3DQ3YYRXBTFMV8NPGTB,8oh6coid,,3Z33IC0JC0Z1OOMLZDMEEWS2MVNV9N,208.189.216.246,30.0834,-81.8659,32068,"{'iplat': '39.04260', 'iplong': '-95.67760'}",39.0426,-95.6776,998.8246204
360,574,lh432plk,3WLEIWSYHPUNTN4WZIVXDSP6N962HJ,ll1e41pw,,3YCT0L9OMMM6LY9B6S0ELA3FSG4SN8,173.171.231.228,40.7508,-73.9961,10001,"{'iplat': '27.94025', 'iplong': '-82.32567'}",27.94025,-82.32567,1002.046857
739,1154,f44ixz56,3FIJLY1B6VHZ7YEW6QI96KLMI67PFL,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,107.174.17.108,31.2168,-89.8109,39429,"{'iplat': '42.88640', 'iplong': '-78.87810'}",42.8864,-78.8781,1004.442677
484,746,r0l0255o,35L9RVQFCPVWDZDYI253JBKY60QHUH,7oj5suby,,304QEQWKZPXO2APBY5H7QTX1NYR0O9,172.241.114.88,26.5595,-81.613,33974,"{'iplat': '32.80770', 'iplong': '-96.84490'}",32.8077,-96.8449,1010.72945
373,590,bxzf1o6l,37Z929RLGAL63VCPTRRSIT5YWX6STS,ll1e41pw,,3YCT0L9OMMM6LY9B6S0ELA3FSG4SN8,99.77.79.194,28.7616,-81.3537,32746,"{'iplat': '26.19060', 'iplong': '-97.69610'}",26.1906,-97.6961,1018.24872
90,129,17yufm2h,3OUYGIZWR8B8AUZ638ZO3DYIBFG0PB,morw9hf0,,38XPGNCKHTD0RIG9IIQNXOHM0ZCV4M,98.14.118.99,27.7887,-82.6775,33713,"{'iplat': '40.74696', 'iplong': '-73.90279'}",40.74696,-73.90279,1023.317979
261,420,gbjil3yj,35BLDD71I7AIHZ2STELFF4QMGXFZVD,l4vvkf1o,,3L7SUC0TTU70274ZLP2UYP8WSYC0MU,73.57.191.247,25.7834,-80.2394,33125,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,1024.925339
74,111,f844cboc,3C5W7UE9CG3AMH84E4W3VNRYGHPXM6,morw9hf0,,38XPGNCKHTD0RIG9IIQNXOHM0ZCV4M,73.49.202.17,25.7655,-80.2349,33135,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,1026.030467
580,903,1nmff1v9,3SNVL38CI55RTVX62WN02XEKRH0CKJ,39muniop,,3SA4EMRVJVF6NA1CD5UMFT2RX3N0PQ,73.244.20.183,25.7655,-80.2349,33135,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,1026.030467
140,214,red7jyyi,37FMASSAYD4HDVFCOT6TEXTPG71IBQ,g01kvru7,,39AYGO6AFFX1Y0BEZFXBK57NAOB6NY,208.78.220.49,36.1757,-86.8062,37208,"{'iplat': '40.01880', 'iplong': '-105.25600'}",40.0188,-105.256,1037.813486
809,1262,4lr9p9ka,3PDJHANYK6TBBONXMK70356I3FRH60,8oh6coid,,3Z33IC0JC0Z1OOMLZDMEEWS2MVNV9N,73.65.66.170,44.3263,-94.4582,56073,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,1045.582826
842,1305,piga2vq8,3G5F9DBFOQAWQE2YNSF8FXMHK9MHVX,8oh6coid,,3Z33IC0JC0Z1OOMLZDMEEWS2MVNV9N,73.65.67.247,44.3263,-94.4582,56073,"{'iplat': '39.96657', 'iplong': '-74.90327'}",39.96657,-74.90327,1045.582826
114,166,z0r2wcxr,3M81GAB8A1WUUT3V11B2NZKB7FYQBD,bnwhita6,,37PGLWGSJTJGJELC43EKPGGOPJ6IK2,70.113.252.82,38.0964,-78.5569,22901,"{'iplat': '37.75100', 'iplong': '-97.82200'}",37.751,-97.822,1050.891676
92,131,fxnnh5t1,3Y5140Z9DYTJHPGM7YOU9HYEX9WIPN,morw9hf0,,38XPGNCKHTD0RIG9IIQNXOHM0ZCV4M,72.180.44.141,36.2176,-115.173,89032,"{'iplat': '33.04722', 'iplong': '-96.99573'}",33.04722,-96.99573,1056.783298
798,1250,plu9xang,38SKSKU7R2ATQ41OF6VNS0PUTNVLI5,8oh6coid,,3Z33IC0JC0Z1OOMLZDMEEWS2MVNV9N,47.213.159.30,37.0195,-93.3194,65714,"{'iplat': '40.73570', 'iplong': '-74.17240'}",40.7357,-74.1724,1061.382678
784,1203,x295cof0,3ON104KXQL9FTRE8YV0L7AWRMD64WC,c72oerrg,,3UUSLRKAULGBGOY6TVO0UEVPRYW7DP,209.161.84.204,32.8622,-96.5837,75043,"{'iplat': '40.43100', 'iplong': '-79.79480'}",40.431,-79.7948,1066.306538
